"Date","File"
"2025-07-20 09:31:36 +0900",".securityignore"
"2025-07-20 17:52:03 +0900","src/app/login/page.tsx"
"2025-07-20 17:52:03 +0900","src/app/system-boot/page.tsx"
"2025-07-21 11:13:56 +0900","gcp-functions/PYTHON_MIGRATION.md"
"2025-07-21 11:13:56 +0900","src/data/local-rag/metadata.json"
"2025-07-21 11:13:56 +0900","src/data/local-rag/commands.json"
"2025-07-21 11:13:56 +0900","sql/setup-pgvector.sql"
"2025-07-21 11:13:56 +0900","src/components/unified-profile/index.ts"
"2025-07-21 12:52:04 +0900","src/lib/supabase-metrics.ts"
"2025-07-21 17:13:39 +0900","src/hooks/useMediaQuery.ts"
"2025-07-21 17:13:39 +0900","src/lib/utils.ts"
"2025-07-21 17:13:39 +0900","src/types/landing.ts"
"2025-07-21 17:13:39 +0900","public/test-comparison.html"
"2025-07-21 17:13:39 +0900","src/modules/shared/constants/index.ts"
"2025-07-21 17:13:39 +0900","src/types/dashboard.ts"
"2025-07-21 17:13:39 +0900","src/types/ml-types.d.ts"
"2025-07-21 17:13:39 +0900","infra/docs/README.md"
"2025-07-21 17:13:39 +0900","src/types/server-monitoring-patterns.types.ts"
"2025-07-21 17:13:39 +0900","components.json"
"2025-07-21 17:13:39 +0900","src/components/dashboard/GoogleAIStatusCard.tsx"
"2025-07-21 17:13:39 +0900","gcp-functions/shared/types.js"
"2025-07-21 17:13:39 +0900",".github/codeql/codeql-config.yml"
"2025-07-21 17:13:39 +0900",".lighthouserc.json"
"2025-07-21 17:13:39 +0900","src/config/thresholds.ts"
"2025-07-21 17:13:39 +0900","src/components/ui/collapsible.tsx"
"2025-07-21 17:13:39 +0900","public/data/app-config.json"
"2025-07-21 21:54:51 +0900","src/components/dashboard/types/dashboard.types.ts"
"2025-07-21 22:14:10 +0900","src/types/auth.types.ts"
"2025-07-26 20:02:56 +0900","src/config/google-ai-config.ts"
"2025-07-27 12:45:01 +0900",".jbge-essential-docs"
"2025-07-27 12:45:01 +0900","supabase/migrations/20250127_enable_pgvector.sql"
"2025-07-28 10:57:04 +0900","sql/performance-optimization-2025-01-27.sql"
"2025-07-28 14:37:53 +0900",".githooks/pre-commit"
"2025-07-29 01:46:16 +0900","gcp-functions/rule-engine/index.js"
"2025-07-29 01:46:16 +0900","infra/database/sql/create-optimized-rpc-functions.sql"
"2025-07-29 01:46:16 +0900","infra/database/sql/optimize-server-metrics-performance.sql"
"2025-07-29 01:46:16 +0900","gcp-functions/ai-gateway/types.js"
"2025-07-29 01:46:16 +0900","gcp-functions/rule-engine/types.js"
"2025-07-29 01:46:16 +0900","gcp-functions/ai-gateway/.gcloudignore"
"2025-07-29 16:18:46 +0900","infra/database/sql/test-schema.sql"
"2025-07-29 16:18:46 +0900","infra/database/sql/safe-schema.sql"
"2025-07-29 16:18:46 +0900","infra/database/sql/supabase-schema.sql"
"2025-07-29 19:51:42 +0900","src/utils/google-ai-key-resolver.ts"
"2025-07-29 19:51:42 +0900","src/utils/system-status-formatters.ts"
"2025-07-29 19:51:42 +0900","src/utils/utf8-logger.ts"
"2025-07-29 19:51:42 +0900","src/types/mcp.ts"
"2025-07-29 19:51:42 +0900","src/utils/MemoryOptimizer.ts"
"2025-07-29 19:51:42 +0900","src/components/dashboard/transition/index.tsx"
